gidx,timestamp,pupil_center_left_x,pupil_center_left_y,pupil_center_left_z,pupil_center_right_x,pupil_center_right_y,pupil_center_right_z,pupil_diameter_left,pupil_diameter_right,gaze_direction_left_x,gaze_direction_left_y,gaze_direction_left_z,gaze_direction_right_x,gaze_direction_right_y,gaze_direction_right_z,gaze_position_x,gaze_position_y,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y
2882,135702597,31.1,-20.8,-33.91,-33.56,-21.41,-32.65,4.65,4.36,-0.031,0.2199,0.975,-0.0449,0.2224,0.9739,0.5258,0.2929,-21.28,95.59,480.97,Fixation,340.0,5.0,1007.0,292.0
2883,135712614,31.12,-21.07,-33.86,-33.79,-21.14,-32.8,4.7,4.38,-0.0441,0.2321,0.9717,-0.0365,0.2076,0.9775,0.5267,0.2866,-29.61,133.08,650.09,Fixation,340.0,5.0,1007.0,292.0
2884,135722609,31.12,-20.77,-33.95,-33.55,-21.47,-32.55,4.64,4.32,-0.0347,0.2166,0.9756,-0.0428,0.221,0.9743,0.5247,0.2784,-47.56,240.57,1132.79,Fixation,340.0,5.0,1007.0,292.0
2885,135732600,31.13,-21.06,-33.88,-33.78,-21.16,-32.77,4.66,4.37,-0.0403,0.2226,0.9741,-0.0343,0.2114,0.9768,0.5233,0.2742,-87.83,481.99,2227.94,Fixation,340.0,5.0,1007.0,292.0
2886,135742596,31.13,-20.75,-33.99,-33.55,-21.48,-32.53,4.63,4.3,-0.0327,0.2122,0.9767,-0.0412,0.2196,0.9747,0.523,0.2751,-91.21,504.38,2341.26,Fixation,340.0,5.0,1007.0,292.0
2887,135752581,31.13,-21.06,-33.87,-33.78,-21.16,-32.77,4.66,4.35,-0.0411,0.2228,0.974,-0.0332,0.2064,0.9779,0.5235,0.2808,-55.97,294.24,1400.79,Fixation,340.0,5.0,1007.0,292.0
2888,135762573,31.15,-20.73,-34.03,-33.55,-21.48,-32.54,4.62,4.3,-0.033,0.2102,0.9771,-0.0453,0.2203,0.9744,0.5247,0.2801,-58.95,296.33,1405.59,Fixation,340.0,5.0,1007.0,292.0
2889,135772568,31.14,-21.06,-33.88,-33.78,-21.16,-32.76,4.63,4.34,-0.0421,0.2218,0.9742,-0.0346,0.2075,0.9776,0.5241,0.279,-69.51,359.98,1699.37,Fixation,340.0,5.0,1007.0,292.0
2890,135782561,31.15,-20.72,-34.04,-33.55,-21.49,-32.51,4.61,4.27,-0.0333,0.209,0.9773,-0.0404,0.2176,0.9752,0.523,0.2802,-68.38,367.67,1746.09,Fixation,340.0,5.0,1007.0,292.0
2891,135792550,31.14,-21.06,-33.88,-33.78,-21.18,-32.74,4.62,4.32,-0.0423,0.2214,0.9743,-0.0313,0.2049,0.9783,0.5231,0.2809,-65.01,347.68,1656.04,Fixation,340.0,5.0,1007.0,292.0
2892,135802540,31.16,-20.71,-34.07,-33.55,-21.5,-32.5,4.6,4.27,-0.0337,0.2091,0.9773,-0.0427,0.2203,0.9745,0.5239,0.2789,-69.28,361.62,1706.82,Fixation,340.0,5.0,1007.0,292.0
2893,135812533,31.15,-21.06,-33.89,-33.78,-21.2,-32.71,4.62,4.31,-0.0422,0.2215,0.9743,-0.0345,0.2098,0.9771,0.5238,0.2754,-94.87,504.91,2346.63,Fixation,340.0,5.0,1007.0,292.0
2894,135822529,31.17,-20.7,-34.08,-33.54,-21.52,-32.49,4.6,4.26,-0.033,0.209,0.9774,-0.0428,0.221,0.9743,0.5235,0.2763,-91.24,489.76,2285.58,Fixation,340.0,5.0,1007.0,292.0
2895,135832545,31.15,-21.07,-33.88,-33.78,-21.21,-32.72,4.63,4.29,-0.0418,0.2221,0.9741,-0.0335,0.2043,0.9783,0.5238,0.2836,-51.11,260.85,1257.77,Fixation,340.0,5.0,1007.0,292.0
2896,135842540,31.17,-20.71,-34.07,-33.54,-21.51,-32.51,4.59,4.26,-0.0329,0.2094,0.9773,-0.0473,0.2228,0.9737,0.5253,0.28,-55.93,273.96,1298.78,Fixation,340.0,5.0,1007.0,292.0
2897,135852530,31.15,-21.08,-33.87,-33.78,-21.25,-32.66,4.62,4.29,-0.0434,0.2227,0.9739,-0.0357,0.2115,0.9767,0.5246,0.2735,-102.66,535.12,2465.59,Fixation,340.0,5.0,1007.0,292.0
2898,135862524,31.16,-20.72,-34.07,-33.55,-21.52,-32.51,4.58,4.25,-0.0321,0.2099,0.9772,-0.0447,0.2235,0.9737,0.5238,0.2734,-108.91,586.82,2703.14,Fixation,340.0,5.0,1007.0,292.0
2899,135872513,31.15,-21.09,-33.85,-33.78,-21.3,-32.61,4.61,4.27,-0.0432,0.2233,0.9738,-0.0337,0.211,0.9769,0.5239,0.2738,-94.49,505.35,2331.81,Fixation,340.0,5.0,1007.0,292.0
2900,135882504,31.16,-20.73,-34.05,-33.55,-21.53,-32.51,4.58,4.26,-0.0333,0.2144,0.9762,-0.0487,0.2286,0.9723,0.5255,0.2673,-131.4,682.35,3060.3,Fixation,340.0,5.0,1007.0,292.0
2901,135892499,31.15,-21.11,-33.83,-33.79,-21.35,-32.56,4.6,4.27,-0.0419,0.2241,0.9737,-0.0355,0.2194,0.975,0.5239,0.2646,-248.78,1396.14,6194.56,Fixation,340.0,5.0,1007.0,292.0
2902,135902491,31.15,-20.75,-34.03,-33.57,-21.54,-32.54,4.58,4.24,-0.0305,0.2125,0.9767,-0.0417,0.228,0.9728,0.5222,0.2662,-239.66,1432.05,6398.94,Fixation,340.0,5.0,1007.0,292.0
2903,135912477,31.15,-21.12,-33.81,-33.79,-21.36,-32.55,4.6,4.26,-0.0413,0.2229,0.974,-0.0316,0.217,0.9757,0.5225,0.2675,-174.37,1022.95,4594.65,Fixation,340.0,5.0,1007.0,292.0
2904,135922473,31.15,-20.76,-34.02,-33.52,-21.58,-32.43,4.58,4.25,-0.0315,0.2147,0.9762,-0.053,0.2334,0.9709,0.5261,0.2624,-239.06,1239.94,5447.17,Fixation,340.0,5.0,1007.0,292.0
2905,135932463,31.15,-21.13,-33.8,-33.77,-21.4,-32.47,4.59,4.27,-0.0439,0.2251,0.9733,-0.0383,0.225,0.9736,0.5253,0.2599,-475.96,2575.72,11200.2,Fixation,340.0,5.0,1007.0,292.0
2906,135942459,31.15,-20.77,-34.0,-33.51,-21.6,-32.4,4.58,4.27,-0.0299,0.2128,0.9766,-0.0508,0.2383,0.9699,0.5248,0.2592,-487.1,2696.21,11691.73,Fixation,340.0,5.0,1007.0,292.0
2907,135952476,31.15,-21.14,-33.78,-33.77,-21.41,-32.46,4.59,4.28,-0.0432,0.2262,0.9731,-0.0373,0.2276,0.973,0.5249,0.2579,-425.1,2366.45,10206.83,Fixation,340.0,5.0,1007.0,292.0
2908,135962467,31.15,-20.78,-33.98,-33.51,-21.61,-32.39,4.58,4.27,-0.0291,0.2134,0.9765,-0.0515,0.2405,0.9693,0.5249,0.258,-350.69,1948.82,8411.13,Fixation,340.0,5.0,1007.0,292.0
2909,135972462,31.15,-21.16,-33.75,-33.77,-21.41,-32.46,4.59,4.3,-0.0438,0.2245,0.9735,-0.0363,0.2299,0.9725,0.5248,0.2588,-227.77,1263.83,5471.32,Fixation,340.0,5.0,1007.0,292.0
2910,135982455,31.15,-20.8,-33.97,-33.51,-21.61,-32.38,4.59,4.28,-0.0301,0.2137,0.9764,-0.0494,0.242,0.969,0.5247,0.2585,-184.38,1028.08,4446.9,Fixation,340.0,5.0,1007.0,292.0
2911,135992444,31.15,-21.18,-33.73,-33.77,-21.41,-32.46,4.6,4.3,-0.0439,0.2243,0.9735,-0.0358,0.2311,0.9723,0.5248,0.2587,-187.81,1043.77,4517.79,Fixation,340.0,5.0,1007.0,292.0
2912,136002435,31.14,-20.82,-33.93,-33.51,-21.61,-32.39,4.6,4.29,-0.0313,0.2153,0.9761,-0.0493,0.2406,0.9694,0.5251,0.2586,-175.3,963.56,4169.15,Fixation,340.0,5.0,1007.0,292.0
2913,136012427,31.15,-21.2,-33.71,-33.76,-21.41,-32.47,4.6,4.32,-0.0446,0.2246,0.9734,-0.0369,0.2331,0.9718,0.5255,0.2582,-153.29,832.02,3593.78,Fixation,340.0,5.0,1007.0,292.0
2914,136022423,31.12,-20.86,-33.89,-33.51,-21.61,-32.39,4.61,4.31,-0.0308,0.2158,0.9759,-0.0511,0.2435,0.9685,0.5257,0.2582,-122.94,661.61,2857.47,Fixation,340.0,5.0,1007.0,292.0
2915,136032409,31.1,-21.19,-33.7,-33.8,-21.21,-32.71,4.68,4.36,-0.0485,0.2359,0.9706,-0.0471,0.2254,0.9731,0.532,0.2752,-33.36,133.01,616.3,Fixation,340.0,5.0,1007.0,292.0
2916,136042404,30.96,-20.78,-33.89,-33.55,-21.48,-32.53,4.68,4.4,-0.0125,-0.1655,-0.9861,-0.0769,-0.152,-0.9854,0.4719,0.2201,-7.15,-38.96,-147.11,Saccade,20.0,16.0,,
2917,136052394,30.92,-21.03,-33.8,-33.85,-21.16,-32.74,4.78,4.42,-0.0778,0.2858,0.9551,-0.0752,0.2463,0.9663,0.5554,0.2525,-28.66,73.48,308.21,Saccade,20.0,16.0,,
2918,136062388,30.86,-20.76,-33.83,-33.59,-21.41,-32.57,4.71,4.47,-0.0626,0.2668,0.9617,-0.1016,0.2777,0.9553,0.5593,0.2444,-30.65,76.03,308.82,Unclassified,60.0,11.0,,
2919,136072377,30.89,-21.04,-33.75,-33.88,-21.14,-32.72,4.77,4.45,-0.0809,0.2884,0.9541,-0.0854,0.2603,0.9617,0.5604,0.2414,-31.29,77.21,309.91,Unclassified,60.0,11.0,,
2920,136082398,30.84,-20.77,-33.77,-33.61,-21.4,-32.55,4.7,4.47,-0.0632,0.2694,0.961,-0.1046,0.2811,0.954,0.5607,0.2402,-31.56,77.86,311.18,Unclassified,60.0,11.0,,
2921,136092393,30.88,-21.05,-33.72,-33.89,-21.14,-32.7,4.77,4.45,-0.0814,0.2887,0.954,-0.0855,0.2619,0.9613,0.5605,0.2398,-31.64,78.31,312.52,Unclassified,60.0,11.0,,
2922,136102385,30.83,-20.79,-33.75,-33.61,-21.41,-32.53,4.69,4.47,-0.0642,0.2691,0.961,-0.1035,0.2822,0.9537,0.5606,0.2394,-31.78,78.78,313.84,Unclassified,60.0,11.0,,
2923,136112371,30.88,-21.06,-33.7,-33.9,-21.15,-32.69,4.77,4.46,-0.0825,0.2873,0.9543,-0.0838,0.2632,0.9611,0.5602,0.2391,-32.13,80.31,319.55,Unclassified,60.0,11.0,,
2924,136122367,30.83,-20.8,-33.73,-33.73,-21.33,-32.66,4.69,4.47,-0.0665,0.2693,0.9607,-0.0958,0.2751,0.9566,0.5586,0.2434,-31.09,78.31,316.92,Saccade,20.0,17.0,,
2925,136132358,30.88,-21.06,-33.69,-33.95,-21.12,-32.73,4.77,4.45,-0.1241,0.2845,0.9506,-0.1215,0.2543,0.9595,0.5943,0.2748,-29.34,40.42,184.54,Saccade,20.0,17.0,,
2926,136142355,30.82,-20.82,-33.68,-33.75,-21.33,-32.67,4.68,4.48,-0.0322,0.2705,0.9622,-0.0548,0.2767,0.9594,0.6434,0.2688,-46.88,44.1,194.36,Unclassified,10.0,12.0,,
2927,136152339,30.88,-21.08,-33.66,-33.95,-21.13,-32.72,4.76,4.46,-0.1052,0.2867,0.9522,-0.0993,0.2563,0.9615,0.573,0.243,-39.91,81.07,326.62,Saccade,10.0,18.0,,
2928,136162330,30.83,-20.81,-33.7,-33.75,-21.33,-32.67,4.69,4.5,-0.0696,0.2696,0.9605,-0.0915,0.2765,0.9566,0.5568,0.2346,-37.49,101.08,395.73,Fixation,160.0,6.0,1066.0,246.0
2929,136172327,30.89,-21.08,-33.66,-33.96,-21.13,-32.71,4.77,4.47,-0.0836,0.2865,0.9544,-0.0761,0.2578,0.9632,0.5558,0.2321,-41.33,114.56,444.55,Fixation,160.0,6.0,1066.0,246.0
2930,136182318,30.84,-20.82,-33.69,-33.75,-21.34,-32.66,4.7,4.5,-0.07,0.2685,0.9607,-0.0901,0.2757,0.957,0.5549,0.2275,-49.04,140.63,536.78,Fixation,160.0,6.0,1066.0,246.0
2931,136192308,30.89,-21.09,-33.65,-33.96,-21.14,-32.7,4.77,4.49,-0.0833,0.2829,0.9555,-0.0759,0.2612,0.9623,0.5534,0.2207,-67.09,203.05,756.66,Fixation,160.0,6.0,1066.0,246.0
2932,136202330,30.85,-20.81,-33.72,-33.76,-21.34,-32.66,4.7,4.51,-0.068,0.2674,0.9612,-0.0905,0.2754,0.9571,0.5531,0.2215,-67.07,203.62,760.86,Fixation,160.0,6.0,1066.0,246.0
2933,136212321,30.9,-21.09,-33.65,-33.96,-21.14,-32.7,4.77,4.49,-0.0825,0.2845,0.9551,-0.0756,0.2595,0.9628,0.5543,0.2274,-48.79,141.49,539.88,Fixation,160.0,6.0,1066.0,246.0
2934,136222317,30.85,-20.81,-33.72,-33.75,-21.35,-32.64,4.71,4.53,-0.0665,0.2694,0.9607,-0.0929,0.2771,0.9563,0.5549,0.2271,-46.84,134.51,512.69,Fixation,160.0,6.0,1066.0,246.0
2935,136232303,30.9,-21.1,-33.64,-33.96,-21.15,-32.69,4.78,4.5,-0.0842,0.2859,0.9545,-0.0759,0.2602,0.9626,0.5546,0.2238,-54.43,159.31,600.03,Fixation,160.0,6.0,1066.0,246.0
2936,136242298,30.86,-20.8,-33.74,-33.75,-21.35,-32.64,4.73,4.54,-0.0669,0.2707,0.9603,-0.0929,0.2764,0.9565,0.5543,0.2228,-55.19,162.95,611.56,Fixation,160.0,6.0,1066.0,246.0
2937,136252287,30.91,-21.1,-33.65,-33.96,-21.15,-32.69,4.8,4.52,-0.0848,0.2877,0.954,-0.075,0.2603,0.9626,0.5544,0.2221,-55.6,164.3,615.14,Fixation,160.0,6.0,1066.0,246.0
2938,136262281,30.85,-20.82,-33.71,-33.75,-21.35,-32.63,4.73,4.55,-0.0672,0.2711,0.9602,-0.0933,0.2761,0.9566,0.5546,0.223,-54.9,161.16,605.31,Fixation,160.0,6.0,1066.0,246.0
2939,136272271,30.9,-21.11,-33.63,-33.97,-21.15,-32.68,4.79,4.52,-0.0847,0.2872,0.9541,-0.0749,0.2587,0.9631,0.5546,0.2249,-52.06,151.63,573.36,Fixation,160.0,6.0,1066.0,246.0
2940,136282263,30.85,-20.82,-33.7,-33.75,-21.36,-32.62,4.73,4.56,-0.0662,0.2716,0.9601,-0.0952,0.2752,0.9567,0.5555,0.2266,-48.04,136.85,520.58,Fixation,160.0,6.0,1066.0,246.0
2941,136292257,30.9,-21.11,-33.62,-33.96,-21.16,-32.67,4.81,4.52,-0.0858,0.2904,0.9531,-0.0771,0.2575,0.9632,0.5577,0.2337,-37.54,99.97,390.14,Fixation,160.0,6.0,1066.0,246.0
2942,136302249,30.84,-20.85,-33.66,-33.74,-21.36,-32.6,4.74,4.56,-0.0688,0.2742,0.9592,-0.0975,0.2752,0.9564,0.5597,0.2387,-32.97,83.12,330.38,Fixation,160.0,6.0,1066.0,246.0
2943,136312265,30.9,-21.12,-33.61,-33.96,-21.16,-32.66,4.82,4.53,-0.0838,0.2929,0.9525,-0.0757,0.2577,0.9632,0.5582,0.2403,-30.03,77.15,308.59,Fixation,160.0,6.0,1066.0,246.0
2944,136322261,30.85,-20.83,-33.68,-33.74,-21.36,-32.61,4.76,4.56,-0.0937,0.2699,0.9583,-0.1227,0.2695,0.9551,0.5779,0.2507,-37.62,69.4,287.86,Saccade,10.0,19.0,,
2945,136332252,30.9,-21.12,-33.61,-33.95,-21.16,-32.66,4.83,4.54,-0.0412,0.3035,0.9519,-0.0349,0.2673,0.963,0.5925,0.2561,-46.13,70.24,296.74,Unclassified,30.0,13.0,,
2946,136342249,30.85,-20.86,-33.65,-33.74,-21.36,-32.6,4.75,4.57,-0.115,0.2648,0.9574,-0.1444,0.2646,0.9535,0.5922,0.2557,-46.08,70.51,297.44,Unclassified,30.0,13.0,,
2947,136352233,30.9,-21.14,-33.6,-33.95,-21.16,-32.66,4.82,4.54,-0.0415,0.3037,0.9518,-0.0353,0.2676,0.9629,0.5925,0.2555,-46.31,70.73,298.14,Unclassified,30.0,13.0,,
2948,136362225,30.85,-20.86,-33.64,-33.74,-21.37,-32.6,4.75,4.57,-0.0931,0.271,0.9581,-0.1225,0.2706,0.9549,0.5773,0.2478,-38.71,72.84,298.74,Saccade,10.0,20.0,,
2949,136372220,30.91,-21.14,-33.59,-33.94,-21.16,-32.66,4.84,4.55,-0.0863,0.2957,0.9514,-0.0827,0.2584,0.9625,0.5617,0.2395,-30.97,75.3,300.0,Fixation,100.0,7.0,1079.0,258.0
2950,136382213,30.85,-20.87,-33.64,-33.73,-21.37,-32.6,4.76,4.57,-0.0702,0.2769,0.9583,-0.1002,0.2769,0.9557,0.5619,0.2395,-31.21,75.64,301.41,Fixation,100.0,7.0,1079.0,258.0
2951,136392202,30.91,-21.15,-33.59,-33.94,-21.16,-32.65,4.84,4.56,-0.0859,0.2947,0.9517,-0.0838,0.259,0.9622,0.5619,0.2393,-31.31,76.06,302.8,Fixation,100.0,7.0,1079.0,258.0
2952,136402193,30.85,-20.87,-33.64,-33.73,-21.37,-32.6,4.76,4.57,-0.0693,0.2765,0.9585,-0.1005,0.2772,0.9555,0.5616,0.2392,-31.34,76.44,304.2,Fixation,100.0,7.0,1079.0,258.0
2953,136412184,30.91,-21.15,-33.59,-33.94,-21.17,-32.65,4.84,4.56,-0.0856,0.2945,0.9518,-0.0838,0.2587,0.9623,0.5617,0.2393,-31.51,76.76,305.6,Fixation,100.0,7.0,1079.0,258.0
2954,136422181,30.85,-20.89,-33.61,-33.73,-21.37,-32.59,4.75,4.57,-0.0702,0.2759,0.9586,-0.1,0.277,0.9557,0.5617,0.2394,-31.67,77.08,307.0,Fixation,100.0,7.0,1079.0,258.0
2955,136432196,30.91,-21.16,-33.57,-33.94,-21.16,-32.65,4.84,4.55,-0.0868,0.2951,0.9515,-0.0818,0.2576,0.9628,0.5613,0.2393,-31.6,77.46,308.39,Fixation,100.0,7.0,1079.0,258.0
2956,136442191,30.86,-20.88,-33.64,-33.73,-21.37,-32.6,4.76,4.57,-0.0712,0.2772,0.9582,-0.0994,0.2766,0.9558,0.5618,0.2384,-31.97,78.05,309.66,Fixation,100.0,7.0,1079.0,258.0
2957,136452184,30.91,-21.15,-33.59,-33.94,-21.17,-32.65,4.84,4.55,-0.0878,0.2964,0.951,-0.0843,0.2579,0.9625,0.5624,0.2375,-32.76,79.45,314.12,Fixation,100.0,7.0,1079.0,258.0
2958,136462176,30.86,-20.87,-33.65,-33.73,-21.37,-32.59,4.77,4.57,-0.0731,0.2771,0.958,-0.1024,0.2768,0.9555,0.5635,0.2385,-32.73,77.74,308.51,Fixation,100.0,7.0,1079.0,258.0
2959,136472165,30.94,-21.14,-33.62,-33.92,-21.15,-32.67,4.87,4.54,-0.1008,0.2989,0.9489,-0.0914,0.2523,0.9633,0.5736,0.2596,-25.49,47.9,206.01,Saccade,30.0,21.0,,
2960,136482156,31.09,-20.76,-33.9,-33.48,-21.49,-32.34,4.78,4.49,-0.0341,0.2756,0.9607,-0.0599,0.2823,0.9575,0.5349,0.2345,-18.32,80.62,316.81,Saccade,30.0,21.0,,
2961,136492152,31.21,-21.02,-33.89,-33.63,-21.18,-32.59,4.81,4.53,-0.0172,0.2823,0.9592,-0.0141,0.2695,0.9629,0.5116,0.2115,-17.42,264.88,962.87,Saccade,30.0,21.0,,
2962,136502143,31.28,-20.75,-33.97,-33.36,-21.4,-32.49,4.79,4.48,0.0032,0.2719,0.9623,-0.014,0.2768,0.9608,0.5049,0.213,-6.62,264.34,967.34,Unclassified,40.0,14.0,,
2963,136512129,31.31,-21.03,-33.89,-33.56,-21.14,-32.65,4.84,4.52,-0.005,0.2858,0.9583,0.002,0.262,0.9651,0.5029,0.2208,-2.18,161.84,608.93,Unclassified,40.0,14.0,,
2964,136522125,31.31,-20.76,-33.97,-33.32,-21.39,-32.52,4.81,4.47,0.0062,0.2763,0.9611,-0.0097,0.2759,0.9611,0.5028,0.2163,-2.27,182.09,674.2,Unclassified,40.0,14.0,,
2965,136532116,31.32,-21.04,-33.91,-33.53,-21.16,-32.64,4.85,4.51,-0.0062,0.2817,0.9595,0.004,0.2617,0.9651,0.5022,0.2142,-2.47,308.37,1133.6,Unclassified,40.0,14.0,,
2966,136542112,31.23,-20.8,-33.94,-33.26,-21.38,-32.59,4.74,4.34,0.0059,0.2596,0.9657,-0.0057,0.248,0.9687,0.5009,0.2341,-0.88,340.49,1344.83,Saccade,40.0,22.0,,
2967,136552127,31.28,-21.04,-34.01,-33.45,-21.15,-32.75,4.76,4.44,-0.0081,0.2393,0.9709,0.0109,0.2164,0.9762,0.4997,0.2653,0.73,283.77,1269.4,Saccade,40.0,22.0,,
2968,136562119,31.26,-20.69,-34.24,-33.35,-21.07,-33.32,4.54,4.19,0.0102,0.1856,0.9826,0.0,0.1429,0.9897,0.4961,0.3374,5.99,204.78,1320.88,Saccade,40.0,22.0,,
2969,136572114,31.26,-20.69,-34.66,-33.43,-20.68,-33.5,4.28,4.17,-0.0119,0.1028,0.9946,0.0309,0.0924,0.9952,0.4923,0.4104,12.5,118.64,1386.19,Saccade,40.0,22.0,,
2973,136612078,31.38,-20.54,-34.89,-33.49,-20.45,-33.6,4.16,4.14,0.0076,0.0636,0.9979,0.037,0.0429,0.9984,0.4837,0.4575,31.88,58.15,1439.54,Fixation,90.0,8.0,940.0,471.0
2974,136622074,31.49,-20.3,-34.92,-33.41,-20.74,-33.58,4.06,3.58,0.028,0.0802,0.9964,-0.0213,0.0324,0.9992,0.4953,0.4553,3.87,60.43,1401.79,Fixation,90.0,8.0,940.0,471.0
2975,136632059,31.39,-20.55,-34.85,-33.47,-20.55,-33.57,4.19,3.99,-0.0089,0.069,0.9976,0.0079,0.0425,0.9991,0.4977,0.4604,-1.61,40.87,1064.61,Fixation,90.0,8.0,940.0,471.0
2976,136642055,31.47,-20.35,-34.83,-33.4,-20.8,-33.57,4.18,3.86,0.0247,0.0844,0.9961,-0.0118,0.0642,0.9979,0.4937,0.4343,9.36,97.97,1556.69,Fixation,90.0,8.0,940.0,471.0
2977,136652046,31.39,-20.6,-34.79,-33.47,-20.62,-33.53,4.31,4.17,0.0042,0.0898,0.9959,0.0183,0.0864,0.9961,0.491,0.4116,47.73,361.14,4281.01,Fixation,90.0,8.0,940.0,471.0
2978,136662069,31.45,-20.44,-34.71,-33.4,-20.86,-33.52,4.36,4.14,0.0382,0.0869,0.9955,-0.0082,0.1057,0.9944,0.4889,0.4031,59.03,364.17,3943.36,Fixation,90.0,8.0,940.0,471.0
2979,136672058,31.4,-20.71,-34.65,-33.47,-20.71,-33.45,4.5,4.35,0.0186,0.1114,0.9936,0.0213,0.1234,0.9921,0.4862,0.3911,22.42,117.54,1134.3,Fixation,90.0,8.0,940.0,471.0
2981,136692045,31.39,-20.73,-34.64,-33.51,-20.91,-33.07,4.61,4.47,-0.0157,-0.2507,-0.9679,-0.0158,-0.2478,-0.9687,0.491,0.2275,-134.88,-2140.35,-8266.68,Fixation,240.0,9.0,942.0,254.0
2982,136702037,31.47,-20.51,-34.67,-33.32,-21.13,-32.94,4.52,4.37,0.0171,0.2394,0.9708,0.0149,0.2431,0.9699,0.4907,0.2398,151.27,2275.67,9204.25,Fixation,240.0,9.0,942.0,254.0
2983,136712023,31.43,-20.82,-34.38,-33.5,-21.02,-32.82,4.84,4.54,0.0156,0.2443,0.9696,0.0163,0.2445,0.9695,0.4908,0.2348,1373.2,21027.99,83469.24,Fixation,240.0,9.0,942.0,254.0
2984,136722019,31.45,-20.61,-34.26,-33.26,-21.27,-32.64,4.74,4.48,0.0329,0.2318,0.9722,-0.0008,0.2581,0.9661,0.4907,0.2342,1056.76,16139.91,63913.8,Fixation,240.0,9.0,942.0,254.0
2985,136732010,31.43,-20.86,-34.21,-33.48,-21.08,-32.68,4.87,4.56,0.0156,0.2499,0.9682,0.0163,0.2476,0.9687,0.4908,0.2315,114.21,1772.83,6950.31,Fixation,240.0,9.0,942.0,254.0
2986,136742006,31.46,-20.62,-34.21,-33.23,-21.32,-32.56,4.76,4.49,-0.0138,-0.2442,-0.9696,-0.0192,-0.2397,-0.9706,0.4904,0.236,-155.24,-2286.83,-9117.05,Fixation,240.0,9.0,942.0,254.0
2987,136751991,31.44,-20.89,-34.14,-33.47,-21.11,-32.63,4.84,4.53,0.0123,0.2576,0.9662,0.0184,0.2471,0.9688,0.4913,0.2308,37.63,613.65,2399.54,Fixation,240.0,9.0,942.0,254.0
2988,136761982,31.46,-20.64,-34.18,-33.29,-21.3,-32.6,4.73,4.49,0.0205,0.2439,0.9696,0.0115,0.2594,0.9657,0.4908,0.2308,46.65,726.01,2839.03,Fixation,240.0,9.0,942.0,254.0
2989,136771978,31.45,-20.92,-34.11,-33.49,-21.11,-32.65,4.81,4.53,0.0113,0.2543,0.9671,0.0227,0.2466,0.9689,0.4902,0.2312,64.02,938.89,3677.03,Fixation,240.0,9.0,942.0,254.0
2990,136781970,31.47,-20.64,-34.17,-33.3,-21.31,-32.58,4.72,4.47,0.021,0.2413,0.9702,0.0148,0.2571,0.9663,0.4896,0.2323,74.26,1024.55,4028.93,Fixation,240.0,9.0,942.0,254.0
2991,136791960,31.45,-20.93,-34.1,-33.49,-21.12,-32.63,4.8,4.51,0.0101,0.2534,0.9673,0.025,0.246,0.9689,0.4899,0.2324,59.68,841.96,3312.36,Fixation,240.0,9.0,942.0,254.0
2992,136801982,31.47,-20.65,-34.16,-33.3,-21.31,-32.58,4.72,4.46,0.0206,0.2418,0.9701,0.0129,0.2536,0.9672,0.4903,0.2335,84.61,1245.79,4920.97,Fixation,240.0,9.0,942.0,254.0
2993,136811972,31.45,-20.92,-34.1,-33.5,-21.14,-32.6,4.78,4.49,0.0152,0.2442,0.9696,0.0204,0.2441,0.9695,0.4896,0.236,219.1,2996.86,11952.32,Fixation,240.0,9.0,942.0,254.0
2994,136821969,31.48,-20.66,-34.15,-33.3,-21.33,-32.56,4.71,4.45,0.0239,0.234,0.9719,0.0125,0.2499,0.9682,0.4893,0.2385,236.21,3128.24,12592.6,Fixation,240.0,9.0,942.0,254.0
2995,136831954,31.45,-20.93,-34.1,-33.5,-21.16,-32.58,4.74,4.47,0.0167,0.239,0.9709,0.0206,0.2426,0.9699,0.4891,0.2403,163.5,2106.81,8540.42,Fixation,240.0,9.0,942.0,254.0
2996,136841950,31.48,-20.67,-34.15,-33.3,-21.34,-32.54,4.71,4.44,0.0259,0.2336,0.972,0.0104,0.251,0.9679,0.4894,0.2388,141.25,1878.18,7570.14,Fixation,240.0,9.0,942.0,254.0
2997,136851940,31.46,-20.95,-34.06,-33.5,-21.17,-32.56,4.75,4.48,0.0149,0.241,0.9704,0.0211,0.2445,0.9694,0.4895,0.2383,139.48,1877.29,7551.93,Fixation,240.0,9.0,942.0,254.0
2998,136861933,31.49,-20.68,-34.13,-33.3,-21.36,-32.52,4.73,4.43,0.0233,0.238,0.971,0.0107,0.2504,0.9681,0.4901,0.2364,151.36,2165.5,8647.64,Fixation,240.0,9.0,942.0,254.0
2999,136871922,31.46,-20.97,-34.04,-33.5,-21.19,-32.55,4.76,4.47,0.0138,0.2444,0.9696,0.0186,0.2451,0.9693,0.4906,0.2353,213.78,3219.57,12802.96,Fixation,240.0,9.0,942.0,254.0
3000,136881914,31.49,-20.69,-34.11,-33.29,-21.37,-32.5,4.74,4.43,0.0229,0.2391,0.9707,0.0091,0.2498,0.9682,0.4907,0.2356,218.34,3325.66,13237.52,Fixation,240.0,9.0,942.0,254.0
